Num MPI ranks,Num nodes,cpu time used,zone-cycles/cpu_second
1,1,1.674873e+02,3.130315e+06
2,1,1.693036e+02,6.193466e+06
3,1,1.699860e+02,9.252904e+06
4,1,1.699940e+02,1.233662e+07
8,2,1.705501e+02,2.459280e+07
16,4,1.702718e+02,4.926598e+07
32,8,1.702534e+02,9.854260e+07
64,16,1.704675e+02,1.968377e+08
128,32,1.704371e+02,3.937456e+08
256,64,1.705714e+02,7.868711e+08
512,128,1.707204e+02,1.572369e+09
1024,256,1.719217e+02,3.122764e+09
