Num MPI ranks,Num nodes,cpu time used,zone-cycles/cpu_second
1,1,1.550608e+02,1.352471e+07
2,1,1.638724e+02,2.559494e+07
3,1,1.648189e+02,3.817194e+07
4,1,1.664275e+02,5.040397e+07
8,2,1.652058e+02,1.015534e+08
16,4,1.655403e+02,2.026965e+08
32,8,1.656165e+02,4.052064e+08
64,16,1.657470e+02,8.097747e+08
128,32,1.660620e+02,1.616477e+09
256,64,1.664605e+02,3.225216e+09
512,128,1.666940e+02,6.441393e+09
1024,256,1.702009e+02,1.261734e+10
2048,512,1.716440e+02,2.502253e+10
